"2020/09/27 03:51:30.166923 GMT-3";"";"";"";"";"";"";"";"";"";""
"Tipo normativo";"Norma";"Publicação";"Ementa";"Data";"Em vigor";"Revogada";"Tornada sem efeito";"Alterada";"Outros";"Anexos"
"RBAC";"RBAC 137 EMD 04";"15/05/2020";"Certificação e requisitos operacionais: operações aeroagrícolas.";"12/05/2020";"Em vigor em 1º de junho de 2020.";"";"";"";"";"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-137@@download/arquivo_norma/RBAC137EMD04.pdf, https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-137@@download/anexo_norma/CEF RBAC 137.pdf"
"RBAC";"RBAC 026 EMD 02";"24/05/2019";"Aeronavegabilidade continuada e melhorias na segurança para aviões categoria transporte.";"24/05/2019";"";"";"";"";"";"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-026@@download/arquivo_norma/RBAC26EMD02.pdf"
"RBAC";"RBAC 135 EMD 08";"24/03/2020";"Operações de transporte aéreo público com aviões com configuração máxima certificada de assentos para passageiros de até 19 assentos e capacidade máxima de carga paga de até 3.400 kg (7.500 lb), ou helicópteros.";"20/03/2020";"Em vigor em 1º de julho de 2020.";"";"";"";"";"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-135@@download/arquivo_norma/RBAC135EMD08.pdf, https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-135@@download/anexo_norma/ CEF RBAC nº 135.pdf"
"RBAC";"RBAC 01 EMD 07";"24/03/2020";"Definições, regras de redação e unidades de medida para uso nos normativos da ANAC.";"23/03/2020";"Em vigor em 1º de julho de 2020.";"";"";"";"";"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-01@@download/arquivo_norma/RBAC01EMD07.pdf"
"RBAC";"RBAC 119 EMD 07";"05/05/2020";"Certificação: Operadores de Transporte Aéreo Público";"29/04/2020";"Em vigor em 1º de junho de 2020.";"";"";"";"";"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-119@@download/arquivo_norma/RBAC119EMD07.pdf, https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-119@@download/anexo_norma/CEF RBAC 119.pdf"
"RBAC";"RBAC 67 EMD 04";"20/03/2020";"Requisitos para concessão de certificados médicos aeronáuticos, para o cadastro e credenciamento de médicos, credenciamento de clínicas e para o convênio com entidades públicas.";"20/03/2020";"Em vigor em 1º de abril de 2020.";"";"";"Retificado no DOU de 29/04/2020.";"";"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-067@@download/arquivo_norma/RBAC67EMD04 - Retificado.pdf, https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-067@@download/anexo_norma/CEF RBAC 67.pdf"
"RBAC";"RBAC 21 EMD 06";"06/03/2020";"Certificação de produto e artigo aeronáuticos.";"06/03/2020";"Em vigor em 1º de abril de 2020.";"";"";"";"Compêndio de Elementos de Fiscalização - CEF";"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-021-emd-05@@download/arquivo_norma/RBAC21EMD06.pdf, https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-021-emd-05@@download/anexo_norma/CEF RBAC nº 21.pdf"
"RBAC";"RBAC 60 EMD 00";"20/03/2020";"Requisitos para qualificação e uso de dispositivos de treinamento para simulação de voo.";"20/03/2020";"Em vigor em 1º de abril de 2020.";"";"";"";"Retificado no Diário Oficial da União de 24 de março de 2020, Seção 1, página 66.";"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-60@@download/arquivo_norma/RBAC60EMD00.pdf"
"RBAC";"RBAC 121 EMD 10";"24/03/2020";"Operações de transporte aéreo público com aviões com configuração máxima certificada de assentos para passageiros de mais 19 assentos ou capacidade máxima de carga paga acima de 3.400 kg.";"20/03/2020";"Versão em vigor em 26 de maio de 2021.";"";"";"";"";"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-121-emd-10-1@@download/arquivo_norma/RBAC121EMD10 - em vigor em 26.05.21.pdf, https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-121-emd-10-1@@download/anexo_norma/PA2020-1031 - CEF RBAC 121.pdf"
"RBAC";"RBAC 136 EMD 00";"24/06/2020";"Certificação e requisitos operacionais: voos panorâmicos.";"24/06/2020";"Em vigor em 1º de julho de 2020.";"";"";"";"";"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-136@@download/arquivo_norma/RBAC136EMD00.pdf"
"RBAC";"RBAC 161 EMD 02";"10/07/2020";"Planos de Zoneamento de Ruído de Aeródromos  - PZR";"08/07/2020";"Em vigor em 3 de agosto de 2020.";"";"";"";"";"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-161@@download/arquivo_norma/RBAC161EMD02.pdf"
"RBAC";"RBAC 153 EMD 05";"17/09/2020";"Aeródromos - Operação, manutenção e resposta à emergência.";"15/09/2020";"Em vigor em 1º de outubro de 2020.";"";"";"";"";"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-153-emd-05@@download/arquivo_norma/RBAC153EMD05.pdf, https://www.anac.gov.br/assuntos/legislacao/legislacao-1/rbha-e-rbac/rbac/rbac-153-emd-05@@download/anexo_norma/Anexos RBAC 153.zip"
